10000,0.0027475101000163705
20000,0.005701803599731647
30000,0.009014063799986616
40000,0.011679868999999598
50000,0.01484686129988404
60000,0.018161951000001862
70000,0.02156875639993814
80000,0.02459925529983593
90000,0.02781784430007974
100000,0.031776536899997154
110000,0.037111846200059515
120000,0.03964840820008249
130000,0.044913148500199895
140000,0.04667266359974746
150000,0.05072868799979915
160000,0.056115833799776735
170000,0.06026361330004874
180000,0.062490839599922764
190000,0.06339936270014732
200000,0.0671572447001381
